2084.0	1748.2	1745.4	1503.9	1870.4	1776.9	1675.3	1951.1	2162.9	1682.3	1709.9	1710.3	1533.1	1548.6	1614.9	1612.1	1502.9	1399.3	1753.4	1547.3	1981.1	1443.1	1078.6	1481.2	1538.9	1294.1
2096.2	1746.2	1795.4	1497.9	1854.7	1768.7	1976.4	1935.4	2174.1	1670.9	1699.6	1716.9	1520.5	1552.5	1604.7	1592.6	1493.8	1414.1	1743.1	1566.5	1986.9	1438.1	1090.4	1511.9	1573.8	1290.3
2061.4	1774.8	1791.6	1499.2	1846.3	1753.7	1931.1	1880.2	2176.5	1650.8	1697.1	1701.6	1523.4	1523.3	1594.7	1598.7	1490.3	1414.0	1722.8	1539.5	1901.9	1435.3	1082.9	1496.0	1616.9	1283.3
2078.4	1968.9	1782.9	1575.4	1848.8	1735.3	1897.9	1873.1	2181.3	1665.3	1715.1	1713.0	1513.2	1525.3	1589.3	1594.7	1477.7	1433.1	1707.9	1572.3	1866.9	1452.5	1085.4	1505.6	1621.0	1289.0
2090.9	1931.9	1776.3	1559.5	1847.9	1748.3	1856.4	1873.9	2185.2	1688.2	1710.4	1778.4	1548.7	1514.4	1608.0	1591.3	1486.4	1437.8	1700.2	1549.7	1818.3	1459.1	1092.2	1498.0	1588.8	1281.1
2144.0	1904.8	1769.6	1554.6	1827.4	1732.0	1831.0	1854.0	2169.7	1687.5	1743.9	1760.2	1536.1	1505.8	1607.6	1596.7	1480.7	1422.6	1698.5	1550.2	1766.9	1454.7	1076.5	1493.6	1571.8	1280.6
2522.8	1865.2	1759.5	1543.7	1821.0	1736.5	1773.3	1835.8	2163.5	1703.4	2019.3	1734.8	1525.1	1483.5	1584.7	1599.0	1495.8	1443.2	1698.4	1559.7	1697.8	1438.5	1073.7	1485.1	1557.8	1276.3
2455.2	2021.4	1755.5	1541.7	1813.0	1754.6	1740.9	1840.0	2130.1	1687.4	1962.9	1725.2	1534.6	1481.9	1636.7	1597.8	1492.5	1447.5	1724.1	1558.5	1678.9	1436.1	1076.2	1497.9	1835.5	1270.2
2369.4	1995.4	1743.5	1539.0	1813.5	1748.2	1705.4	1827.9	2126.6	1678.1	1912.1	1702.8	1522.3	1491.9	1645.1	1587.6	1481.3	1455.6	1716.3	1548.7	1628.7	1445.7	1072.0	1508.5	1832.5	1271.9
2312.3	1941.0	1745.4	1523.0	1824.6	1753.2	1705.9	1832.3	2119.3	1674.9	1868.7	1694.4	1524.1	1476.8	1649.1	1589.0	1481.5	1439.9	1713.2	1554.0	1606.9	1450.2	1087.7	1498.7	1772.1	1266.2
2254.6	1903.3	1740.5	1531.7	1819.6	1768.4	1697.4	1822.4	2115.5	1704.8	1831.8	1692.6	1525.7	1472.3	1641.1	1575.7	1502.8	1429.9	1681.6	1546.9	1896.3	1458.0	1079.6	1505.9	1754.3	1275.0
2263.2	1860.7	1729.0	1522.9	1821.6	1770.0	1684.6	1835.3	2092.5	1676.4	1784.1	1695.7	1519.7	1480.5	1618.8	1588.7	1471.1	1424.7	1663.7	1539.3	2015.7	1455.8	1074.9	1495.8	1715.0	1271.9
2222.6	1818.7	1723.8	1521.7	1819.0	1764.2	1683.3	1837.1	2074.5	1715.7	1766.8	1682.6	1521.2	1477.8	1652.7	1588.7	1479.7	1416.2	1693.3	1547.5	1992.7	1445.2	1071.9	1486.1	1673.3	1273.0
2186.3	1800.6	1707.2	1535.5	1795.5	1817.0	1674.5	1812.3	2076.5	1722.9	1764.1	1694.7	1515.7	1466.9	1622.3	1581.4	1490.3	1399.9	1692.9	1524.0	1923.5	1443.0	1083.5	1474.2	1636.5	1273.9
2147.8	1785.7	1732.4	1543.6	1817.7	2177.1	1655.1	1799.2	2066.0	1690.9	1741.1	1700.9	1504.6	1496.6	1607.5	1596.2	1486.1	1395.1	1699.9	1523.4	1869.8	1450.5	1067.1	1466.3	1599.3	1275.7
